YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STATEFIP,COUNTYFIP,STRATA,GQ,RENTGRS,RENTGRS_CPIU_2010
2023,202301,897432,2023000001931,76,2023008974321,36,47,430336,1,2200,1563
2023,202301,897435,2023000001942,304,2023008974351,36,81,440436,1,1780,1264
2023,202301,897435,2023000001942,304,2023008974351,36,81,440436,1,1780,1264
2023,202301,897447,2023000002161,183,2023008974471,36,61,412136,1,1810,1286
2023,202301,897447,2023000002161,183,2023008974471,36,61,412136,1,1810,1286
2023,202301,897447,2023000002161,183,2023008974471,36,61,412136,1,1810,1286
2023,202301,897447,2023000002161,183,2023008974471,36,61,412136,1,1810,1286
2023,202301,897447,2023000002161,183,2023008974471,36,61,412136,1,1810,1286
2023,202301,897447,2023000002161,183,2023008974471,36,61,412136,1,1810,1286
2023,202301,897452,2023000002261,126,2023008974521,36,61,410836,1,2670,1896
2023,202301,897455,2023000002307,70,2023008974551,36,47,430636,1,1680,1193
2023,202301,897462,2023000002435,107,2023008974621,36,61,410836,1,2550,1811
2023,202301,897462,2023000002435,107,2023008974621,36,61,410836,1,2550,1811
2023,202301,897471,2023000002552,78,2023008974711,36,81,441436,1,220,156
2023,202301,897471,2023000002552,78,2023008974711,36,81,441436,1,220,156
2023,202301,897471,2023000002552,78,2023008974711,36,81,441436,1,220,156
2023,202301,897471,2023000002552,78,2023008974711,36,81,441436,1,220,156
2023,202301,897471,2023000002552,78,2023008974711,36,81,441436,1,220,156
2023,202301,897475,2023000002594,104,2023008974751,36,81,440336,1,1460,1037
2023,202301,897475,2023000002594,104,2023008974751,36,81,440336,1,1460,1037
2023,202301,897486,2023000002757,149,2023008974861,36,81,440336,1,2810,1996
2023,202301,897486,2023000002757,149,2023008974861,36,81,440336,1,2810,1996
2023,202301,897488,2023000002801,65,2023008974881,36,47,430636,1,3710,2635
2023,202301,897488,2023000002801,65,2023008974881,36,47,430636,1,3710,2635
2023,202301,897499,2023000003038,279,2023008974991,36,47,431636,1,1000,710
2023,202301,897503,2023000003096,54,2023008975031,36,81,440236,1,2060,1463
2023,202301,897504,2023000003105,134,2023008975041,36,81,441336,1,550,391
2023,202301,897504,2023000003105,134,2023008975041,36,81,441336,1,550,391
2023,202301,897504,2023000003105,134,2023008975041,36,81,441336,1,550,391
2023,202301,897506,2023000003123,178,2023008975061,36,61,416536,1,3500,2486
2023,202301,897509,2023000003164,93,2023008975091,36,81,440636,1,2060,1463
2023,202301,897517,2023000003252,58,2023008975171,36,47,430836,1,2150,1527
2023,202301,897517,2023000003252,58,2023008975171,36,47,430836,1,2150,1527
2023,202301,897518,2023000003267,499,2023008975181,36,5,420936,1,660,469
2023,202301,897526,2023000003500,182,2023008975261,36,47,431536,1,1920,1364
2023,202301,897526,2023000003500,182,2023008975261,36,47,431536,1,1920,1364
2023,202301,897526,2023000003500,182,2023008975261,36,47,431536,1,1920,1364
2023,202301,897526,2023000003500,182,2023008975261,36,47,431536,1,1920,1364
2023,202301,897533,2023000003707,513,2023008975331,36,5,422136,1,1480,1051
2023,202301,897533,2023000003707,513,2023008975331,36,5,422136,1,1480,1051
2023,202301,897533,2023000003707,513,2023008975331,36,5,422136,1,1480,1051
2023,202301,897539,2023000003807,160,2023008975391,36,61,410736,1,3180,2259
2023,202301,897539,2023000003807,160,2023008975391,36,61,410736,1,3180,2259
2023,202301,897540,2023000003826,517,2023008975401,36,81,440836,1,2350,1669
2023,202301,897545,2023000003911,73,2023008975451,36,81,440436,1,1880,1335
2023,202301,897545,2023000003911,73,2023008975451,36,81,440436,1,1880,1335
2023,202301,897549,2023000004001,114,2023008975491,36,47,430836,1,2360,1676
2023,202301,897549,2023000004001,114,2023008975491,36,47,430836,1,2360,1676
2023,202301,897552,2023000004095,95,2023008975521,36,47,431336,1,700,497
2023,202301,897558,2023000004166,54,2023008975581,36,85,450136,1,1990,1413
2023,202301,897558,2023000004166,54,2023008975581,36,85,450136,1,1990,1413
2023,202301,897558,2023000004166,54,2023008975581,36,85,450136,1,1990,1413
2023,202301,897561,2023000004187,78,2023008975611,36,47,430136,1,4820,3424
2023,202301,897561,2023000004187,78,2023008975611,36,47,430136,1,4820,3424
2023,202301,897561,2023000004187,78,2023008975611,36,47,430136,1,4820,3424
2023,202301,897565,2023000004203,45,2023008975651,36,61,410336,1,3430,2436
2023,202301,897565,2023000004203,45,2023008975651,36,61,410336,1,3430,2436
2023,202301,897568,2023000004292,81,2023008975681,36,5,421036,1,3300,2344
2023,202301,897568,2023000004292,81,2023008975681,36,5,421036,1,3300,2344
2023,202301,897571,2023000004322,193,2023008975711,36,5,420936,1,660,469
2023,202301,897582,2023000004427,184,2023008975821,36,47,431836,1,230,163
2023,202301,897582,2023000004427,184,2023008975821,36,47,431836,1,230,163
2023,202301,897585,2023000004526,106,2023008975851,36,47,430136,1,2270,1612
2023,202301,897591,2023000004717,89,2023008975911,36,81,440136,1,3640,2585
2023,202301,897602,2023000004810,115,2023008976021,36,47,430136,1,1720,1222
2023,202301,897602,2023000004810,115,2023008976021,36,47,430136,1,1720,1222
2023,202301,897602,2023000004810,115,2023008976021,36,47,430136,1,1720,1222
2023,202301,897602,2023000004810,115,2023008976021,36,47,430136,1,1720,1222
2023,202301,897602,2023000004810,115,2023008976021,36,47,430136,1,1720,1222
2023,202301,897605,2023000004892,61,2023008976051,36,47,430136,1,280,199
2023,202301,897610,2023000004991,307,2023008976101,36,61,416536,1,1400,994
2023,202301,897610,2023000004991,307,2023008976101,36,61,416536,1,1400,994
2023,202301,897617,2023000005099,72,2023008976171,36,5,422136,1,1090,774
2023,202301,897617,2023000005099,72,2023008976171,36,5,422136,1,1090,774
2023,202301,897622,2023000005197,89,2023008976221,36,81,440736,1,2330,1655
2023,202301,897622,2023000005197,89,2023008976221,36,81,440736,1,2330,1655
2023,202301,897623,2023000005244,160,2023008976231,36,61,412136,1,3130,2223
2023,202301,897623,2023000005244,160,2023008976231,36,61,412136,1,3130,2223
2023,202301,897625,2023000005264,157,2023008976251,36,81,440136,1,1880,1335
2023,202301,897627,2023000005274,181,2023008976271,36,47,430436,1,1900,1350
2023,202301,897627,2023000005274,181,2023008976271,36,47,430436,1,1900,1350
2023,202301,897627,2023000005274,181,2023008976271,36,47,430436,1,1900,1350
2023,202301,897627,2023000005274,181,2023008976271,36,47,430436,1,1900,1350
2023,202301,897627,2023000005274,181,2023008976271,36,47,430436,1,1900,1350
2023,202301,897631,2023000005331,245,2023008976311,36,61,411236,1,2140,1520
2023,202301,897636,2023000005452,69,2023008976361,36,61,411136,1,5280,3750
2023,202301,897636,2023000005452,69,2023008976361,36,61,411136,1,5280,3750
2023,202301,897636,2023000005452,69,2023008976361,36,61,411136,1,5280,3750
2023,202301,897640,2023000005499,80,2023008976401,36,47,430536,1,1200,852
2023,202301,897640,2023000005499,80,2023008976401,36,47,430536,1,1200,852
2023,202301,897640,2023000005499,80,2023008976401,36,47,430536,1,1200,852
2023,202301,897640,2023000005499,80,2023008976401,36,47,430536,1,1200,852
2023,202301,897644,2023000005610,204,2023008976441,36,61,410336,1,6100,4333
2023,202301,897645,2023000005614,77,2023008976451,36,81,440536,1,2240,1591
2023,202301,897645,2023000005614,77,2023008976451,36,81,440536,1,2240,1591
2023,202301,897658,2023000005888,333,2023008976581,36,81,440236,1,3790,2692
2023,202301,897658,2023000005888,333,2023008976581,36,81,440236,1,3790,2692
2023,202301,897666,2023000005965,495,2023008976661,36,5,421236,1,1960,1392
2023,202301,897666,2023000005965,495,2023008976661,36,5,421236,1,1960,1392
2023,202301,897669,2023000006011,80,2023008976691,36,47,430136,1,1950,1385
2023,202301,897672,2023000006049,116,2023008976721,36,81,440436,1,1880,1335
2023,202301,897678,2023000006136,202,2023008976781,36,61,416536,1,4650,3303
2023,202301,897678,2023000006136,202,2023008976781,36,61,416536,1,4650,3303
2023,202301,897679,2023000006138,221,2023008976791,36,81,440336,1,2740,1946
2023,202301,897679,2023000006138,221,2023008976791,36,81,440336,1,2740,1946
2023,202301,897679,2023000006138,221,2023008976791,36,81,440336,1,2740,1946
2023,202301,897689,2023000006354,54,2023008976891,36,81,440336,1,1540,1094
2023,202301,897689,2023000006354,54,2023008976891,36,81,440336,1,1540,1094
2023,202301,897689,2023000006354,54,2023008976891,36,81,440336,1,1540,1094
2023,202301,897689,2023000006354,54,2023008976891,36,81,440336,1,1540,1094
2023,202301,897689,2023000006354,54,2023008976891,36,81,440336,1,1540,1094
2023,202301,897689,2023000006354,54,2023008976891,36,81,440336,1,1540,1094
2023,202301,897701,2023000006515,36,2023008977011,36,47,431136,1,1800,1279
2023,202301,897701,2023000006515,36,2023008977011,36,47,431136,1,1800,1279
2023,202301,897708,2023000006627,216,2023008977081,36,47,431236,1,870,618
2023,202301,897708,2023000006627,216,2023008977081,36,47,431236,1,870,618
2023,202301,897708,2023000006627,216,2023008977081,36,47,431236,1,870,618
2023,202301,897708,2023000006627,216,2023008977081,36,47,431236,1,870,618
2023,202301,897708,2023000006627,216,2023008977081,36,47,431236,1,870,618
2023,202301,897708,2023000006627,216,2023008977081,36,47,431236,1,870,618
2023,202301,897708,2023000006627,216,2023008977081,36,47,431236,1,870,618
2023,202301,897710,2023000006654,555,2023008977101,36,47,430436,1,4460,3168
2023,202301,897710,2023000006654,555,2023008977101,36,47,430436,1,4460,3168
2023,202301,897713,2023000006712,188,2023008977131,36,47,430336,1,2490,1769
2023,202301,897713,2023000006712,188,2023008977131,36,47,430336,1,2490,1769
2023,202301,897715,2023000006739,96,2023008977151,36,81,440636,1,2180,1548
2023,202301,897715,2023000006739,96,2023008977151,36,81,440636,1,2180,1548
2023,202301,897719,2023000006802,309,2023008977191,36,47,431036,1,3300,2344
2023,202301,897719,2023000006802,309,2023008977191,36,47,431036,1,3300,2344
2023,202301,897719,2023000006802,309,2023008977191,36,47,431036,1,3300,2344
2023,202301,897722,2023000006818,82,2023008977221,36,5,420836,1,1720,1222
2023,202301,897722,2023000006818,82,2023008977221,36,5,420836,1,1720,1222
2023,202301,897728,2023000006891,84,2023008977281,36,47,430336,1,2330,1655
2023,202301,897728,2023000006891,84,2023008977281,36,47,430336,1,2330,1655
2023,202301,897729,2023000006913,42,2023008977291,36,81,440436,1,1900,1350
2023,202301,897729,2023000006913,42,2023008977291,36,81,440436,1,1900,1350
2023,202301,897729,2023000006913,42,2023008977291,36,81,440436,1,1900,1350
2023,202301,897731,2023000006949,143,2023008977311,36,81,440436,1,3100,2202
2023,202301,897731,2023000006949,143,2023008977311,36,81,440436,1,3100,2202
2023,202301,897731,2023000006949,143,2023008977311,36,81,440436,1,3100,2202
2023,202301,897731,2023000006949,143,2023008977311,36,81,440436,1,3100,2202
2023,202301,897738,2023000007039,130,2023008977381,36,5,420936,1,1930,1371
2023,202301,897740,2023000007055,56,2023008977401,36,81,440836,1,1680,1193
2023,202301,897740,2023000007055,56,2023008977401,36,81,440836,1,1680,1193
2023,202301,897740,2023000007055,56,2023008977401,36,81,440836,1,1680,1193
2023,202301,897740,2023000007055,56,2023008977401,36,81,440836,1,1680,1193
2023,202301,897753,2023000007202,96,2023008977531,36,47,431836,1,1610,1144
2023,202301,897753,2023000007202,96,2023008977531,36,47,431836,1,1610,1144
2023,202301,897755,2023000007219,82,2023008977551,36,47,431836,1,270,192
2023,202301,897756,2023000007222,242,2023008977561,36,81,440836,1,3140,2230
2023,202301,897756,2023000007222,242,2023008977561,36,81,440836,1,3140,2230
2023,202301,897756,2023000007222,242,2023008977561,36,81,440836,1,3140,2230
2023,202301,897756,2023000007222,242,2023008977561,36,81,440836,1,3140,2230
2023,202301,897756,2023000007222,242,2023008977561,36,81,440836,1,3140,2230
2023,202301,897756,2023000007222,242,2023008977561,36,81,440836,1,3140,2230
2023,202301,897762,2023000007288,116,2023008977621,36,47,430636,1,860,611
2023,202301,897766,2023000007313,53,2023008977661,36,61,411136,1,3350,2379
2023,202301,897766,2023000007313,53,2023008977661,36,61,411136,1,3350,2379
2023,202301,897767,2023000007323,108,2023008977671,36,85,450136,1,1030,732
2023,202301,897767,2023000007323,108,2023008977671,36,85,450136,1,1030,732
2023,202301,897769,2023000007348,104,2023008977691,36,47,430136,1,1200,852
2023,202301,897769,2023000007348,104,2023008977691,36,47,430136,1,1200,852
2023,202301,897774,2023000007430,57,2023008977741,36,47,431636,1,1540,1094
2023,202301,897774,2023000007430,57,2023008977741,36,47,431636,1,1540,1094
2023,202301,897774,2023000007430,57,2023008977741,36,47,431636,1,1540,1094
2023,202301,897774,2023000007430,57,2023008977741,36,47,431636,1,1540,1094
2023,202301,897774,2023000007430,57,2023008977741,36,47,431636,1,1540,1094
2023,202301,897774,2023000007430,57,2023008977741,36,47,431636,1,1540,1094
2023,202301,897776,2023000007433,63,2023008977761,36,5,426336,1,1400,994
2023,202301,897776,2023000007433,63,2023008977761,36,5,426336,1,1400,994
2023,202301,897784,2023000007619,54,2023008977841,36,81,440436,1,1570,1115
2023,202301,897784,2023000007619,54,2023008977841,36,81,440436,1,1570,1115
2023,202301,897784,2023000007619,54,2023008977841,36,81,440436,1,1570,1115
2023,202301,897784,2023000007619,54,2023008977841,36,81,440436,1,1570,1115
2023,202301,897790,2023000007656,69,2023008977901,36,47,430636,1,240,170
2023,202301,897804,2023000007968,226,2023008978041,36,47,430336,1,3000,2131
2023,202301,897804,2023000007968,226,2023008978041,36,47,430336,1,3000,2131
2023,202301,897804,2023000007968,226,2023008978041,36,47,430336,1,3000,2131
2023,202301,897804,2023000007968,226,2023008978041,36,47,430336,1,3000,2131
2023,202301,897804,2023000007968,226,2023008978041,36,47,430336,1,3000,2131
2023,202301,897804,2023000007968,226,2023008978041,36,47,430336,1,3000,2131
2023,202301,897804,2023000007968,226,2023008978041,36,47,430336,1,3000,2131
2023,202301,897806,2023000007977,100,2023008978061,36,47,430136,1,2000,1421
2023,202301,897807,2023000007982,310,2023008978071,36,81,441236,1,1904,1352
2023,202301,897807,2023000007982,310,2023008978071,36,81,441236,1,1904,1352
2023,202301,897807,2023000007982,310,2023008978071,36,81,441236,1,1904,1352
2023,202301,897814,2023000008071,118,2023008978141,36,81,440236,1,3630,2578
2023,202301,897814,2023000008071,118,2023008978141,36,81,440236,1,3630,2578
2023,202301,897828,2023000008420,170,2023008978281,36,61,411136,1,1300,923
2023,202301,897834,2023000008521,113,2023008978341,36,81,441436,1,230,163
2023,202301,897835,2023000008530,71,2023008978351,36,81,441336,1,1750,1243
2023,202301,897835,2023000008530,71,2023008978351,36,81,441336,1,1750,1243
2023,202301,897835,2023000008530,71,2023008978351,36,81,441336,1,1750,1243
2023,202301,897839,2023000008560,516,2023008978391,36,81,440736,1,1360,966
2023,202301,897839,2023000008560,516,2023008978391,36,81,440736,1,1360,966
2023,202301,897849,2023000008740,123,2023008978491,36,81,440236,1,5400,3836
2023,202301,897849,2023000008740,123,2023008978491,36,81,440236,1,5400,3836
2023,202301,897849,2023000008740,123,2023008978491,36,81,440236,1,5400,3836
2023,202301,897850,2023000008782,389,2023008978501,36,47,431036,1,1320,938
2023,202301,897850,2023000008782,389,2023008978501,36,47,431036,1,1320,938
2023,202301,897850,2023000008782,389,2023008978501,36,47,431036,1,1320,938
2023,202301,897850,2023000008782,389,2023008978501,36,47,431036,1,1320,938
2023,202301,897858,2023000008976,79,2023008978581,36,81,440436,1,1510,1073
2023,202301,897858,2023000008976,79,2023008978581,36,81,440436,1,1510,1073
2023,202301,897859,2023000009056,119,2023008978591,36,61,410336,1,1390,987
2023,202301,897859,2023000009056,119,2023008978591,36,61,410336,1,1390,987
2023,202301,897861,2023000009073,114,2023008978611,36,5,420536,1,1700,1207
2023,202301,897861,2023000009073,114,2023008978611,36,5,420536,1,1700,1207
2023,202301,897865,2023000009126,224,2023008978651,36,5,421036,1,3060,2173
2023,202301,897865,2023000009126,224,2023008978651,36,5,421036,1,3060,2173
2023,202301,897865,2023000009126,224,2023008978651,36,5,421036,1,3060,2173
2023,202301,897866,2023000009172,179,2023008978661,36,5,420736,1,1440,1023
2023,202301,897866,2023000009172,179,2023008978661,36,5,420736,1,1440,1023
2023,202301,897867,2023000009177,111,2023008978671,36,81,440236,1,4940,3509
2023,202301,897867,2023000009177,111,2023008978671,36,81,440236,1,4940,3509
2023,202301,897868,2023000009180,174,2023008978681,36,61,410736,1,4460,3168
2023,202301,897868,2023000009180,174,2023008978681,36,61,410736,1,4460,3168
2023,202301,897884,2023000009557,316,2023008978841,36,47,431436,1,1040,739
2023,202301,897885,2023000009559,165,2023008978851,36,47,431736,1,960,682
2023,202301,897885,2023000009559,165,2023008978851,36,47,431736,1,960,682
2023,202301,897890,2023000009670,84,2023008978901,36,81,440436,1,2010,1428
2023,202301,897890,2023000009670,84,2023008978901,36,81,440436,1,2010,1428
2023,202301,897890,2023000009670,84,2023008978901,36,81,440436,1,2010,1428
2023,202301,897894,2023000009728,132,2023008978941,36,61,412136,1,1200,852
2023,202301,897902,2023000009875,121,2023008979021,36,47,431536,1,1100,781
2023,202301,897902,2023000009875,121,2023008979021,36,47,431536,1,1100,781
2023,202301,897902,2023000009875,121,2023008979021,36,47,431536,1,1100,781
2023,202301,897902,2023000009875,121,2023008979021,36,47,431536,1,1100,781
2023,202301,897907,2023000009931,116,2023008979071,36,47,430336,1,1220,867
2023,202301,897919,2023000010114,54,2023008979191,36,47,431536,1,1350,959
2023,202301,897923,2023000010220,121,2023008979231,36,61,416536,1,6100,4333
2023,202301,897923,2023000010220,121,2023008979231,36,61,416536,1,6100,4333
2023,202301,897923,2023000010220,121,2023008979231,36,61,416536,1,6100,4333
2023,202301,897923,2023000010220,121,2023008979231,36,61,416536,1,6100,4333
2023,202301,897930,2023000010362,211,2023008979301,36,47,430136,1,4210,2990
2023,202301,897930,2023000010362,211,2023008979301,36,47,430136,1,4210,2990
2023,202301,897938,2023000010534,150,2023008979381,36,81,440136,1,2020,1435
2023,202301,897942,2023000010601,367,2023008979421,36,5,420536,1,986,700
2023,202301,897947,2023000010662,124,2023008979471,36,47,430436,1,1280,909
2023,202301,897957,2023000010952,113,2023008979571,36,61,416536,1,5150,3658
2023,202301,897957,2023000010952,113,2023008979571,36,61,416536,1,5150,3658
2023,202301,897957,2023000010952,113,2023008979571,36,61,416536,1,5150,3658
2023,202301,897957,2023000010952,113,2023008979571,36,61,416536,1,5150,3658
2023,202301,897980,2023000011317,53,2023008979801,36,61,416536,1,2040,1449
2023,202301,897980,2023000011317,53,2023008979801,36,61,416536,1,2040,1449
2023,202301,897988,2023000011497,82,2023008979881,36,81,440936,1,1630,1158
2023,202301,897988,2023000011497,82,2023008979881,36,81,440936,1,1630,1158
2023,202301,897988,2023000011497,82,2023008979881,36,81,440936,1,1630,1158
2023,202301,897988,2023000011497,82,2023008979881,36,81,440936,1,1630,1158
2023,202301,897988,2023000011497,82,2023008979881,36,81,440936,1,1630,1158
2023,202301,897993,2023000011575,141,2023008979931,36,81,440136,1,2190,1556
2023,202301,897995,2023000011654,99,2023008979951,36,81,440436,1,2470,1754
2023,202301,897995,2023000011654,99,2023008979951,36,81,440436,1,2470,1754
2023,202301,897995,2023000011654,99,2023008979951,36,81,440436,1,2470,1754
2023,202301,897995,2023000011654,99,2023008979951,36,81,440436,1,2470,1754
2023,202301,897999,2023000011763,65,2023008979991,36,61,410336,1,550,391
2023,202301,897999,2023000011763,65,2023008979991,36,61,410336,1,550,391
2023,202301,897999,2023000011763,65,2023008979991,36,61,410336,1,550,391
2023,202301,898003,2023000011816,71,2023008980031,36,47,431636,1,1310,930
2023,202301,898007,2023000011875,185,2023008980071,36,47,430236,1,3350,2379
2023,202301,898010,2023000011928,116,2023008980101,36,61,411136,1,1400,994
2023,202301,898013,2023000011966,216,2023008980131,36,47,431536,1,1750,1243
2023,202301,898013,2023000011966,216,2023008980131,36,47,431536,1,1750,1243
2023,202301,898025,2023000012147,228,2023008980251,36,81,441436,1,2400,1705
2023,202301,898025,2023000012147,228,2023008980251,36,81,441436,1,2400,1705
2023,202301,898025,2023000012147,228,2023008980251,36,81,441436,1,2400,1705
2023,202301,898025,2023000012147,228,2023008980251,36,81,441436,1,2400,1705
2023,202301,898025,2023000012147,228,2023008980251,36,81,441436,1,2400,1705
2023,202301,898032,2023000012291,82,2023008980321,36,61,410836,1,1850,1314
2023,202301,898032,2023000012291,82,2023008980321,36,61,410836,1,1850,1314
2023,202301,898038,2023000012395,289,2023008980381,36,85,450236,1,2830,2010
2023,202301,898038,2023000012395,289,2023008980381,36,85,450236,1,2830,2010
2023,202301,898038,2023000012395,289,2023008980381,36,85,450236,1,2830,2010
2023,202301,898038,2023000012395,289,2023008980381,36,85,450236,1,2830,2010
2023,202301,898038,2023000012395,289,2023008980381,36,85,450236,1,2830,2010
2023,202301,898038,2023000012395,289,2023008980381,36,85,450236,1,2830,2010
2023,202301,898038,2023000012395,289,2023008980381,36,85,450236,1,2830,2010
2023,202301,898038,2023000012395,289,2023008980381,36,85,450236,1,2830,2010
2023,202301,898039,2023000012445,63,2023008980391,36,47,430136,1,3300,2344
2023,202301,898039,2023000012445,63,2023008980391,36,47,430136,1,3300,2344
2023,202301,898039,2023000012445,63,2023008980391,36,47,430136,1,3300,2344
2023,202301,898054,2023000012618,61,2023008980541,36,47,431536,1,220,156
2023,202301,898058,2023000012668,112,2023008980581,36,5,421036,1,1100,781
2023,202301,898060,2023000012688,66,2023008980601,36,61,410936,1,2690,1911
2023,202301,898060,2023000012688,66,2023008980601,36,61,410936,1,2690,1911
2023,202301,898060,2023000012688,66,2023008980601,36,61,410936,1,2690,1911
2023,202301,898061,2023000012703,158,2023008980611,36,47,430836,1,1370,973
2023,202301,898065,2023000012774,146,2023008980651,36,81,440136,1,2300,1634
2023,202301,898065,2023000012774,146,2023008980651,36,81,440136,1,2300,1634
2023,202301,898065,2023000012774,146,2023008980651,36,81,440136,1,2300,1634
2023,202301,898068,2023000012811,75,2023008980681,36,5,421036,1,1525,1083
2023,202301,898077,2023000013002,58,2023008980771,36,81,440736,1,2400,1705
2023,202301,898077,2023000013002,58,2023008980771,36,81,440736,1,2400,1705
2023,202301,898082,2023000013033,45,2023008980821,36,81,441236,1,2750,1953
2023,202301,898082,2023000013033,45,2023008980821,36,81,441236,1,2750,1953
2023,202301,898082,2023000013033,45,2023008980821,36,81,441236,1,2750,1953
2023,202301,898082,2023000013033,45,2023008980821,36,81,441236,1,2750,1953
2023,202301,898088,2023000013092,50,2023008980881,36,5,421136,1,1480,1051
2023,202301,898091,2023000013117,243,2023008980911,36,61,410736,1,960,682
2023,202301,898094,2023000013166,113,2023008980941,36,81,440536,1,1180,838
2023,202301,898095,2023000013173,110,2023008980951,36,85,450236,1,2370,1683
2023,202301,898095,2023000013173,110,2023008980951,36,85,450236,1,2370,1683
2023,202301,898095,2023000013173,110,2023008980951,36,85,450236,1,2370,1683
2023,202301,898095,2023000013173,110,2023008980951,36,85,450236,1,2370,1683
2023,202301,898104,2023000013320,88,2023008981041,36,47,430836,1,290,206
2023,202301,898106,2023000013326,71,2023008981061,36,47,431036,1,730,519
2023,202301,898107,2023000013329,36,2023008981071,36,81,441236,1,1100,781
2023,202301,898107,2023000013329,36,2023008981071,36,81,441236,1,1100,781
2023,202301,898110,2023000013375,277,2023008981101,36,47,430336,1,4280,3040
2023,202301,898110,2023000013375,277,2023008981101,36,47,430336,1,4280,3040
2023,202301,898110,2023000013375,277,2023008981101,36,47,430336,1,4280,3040
2023,202301,898115,2023000013453,157,2023008981151,36,47,430136,1,280,199
2023,202301,898118,2023000013544,97,2023008981181,36,47,430136,1,2680,1904
2023,202301,898120,2023000013559,99,2023008981201,36,47,430336,1,3480,2472
2023,202301,898124,2023000013651,93,2023008981241,36,47,430736,1,2060,1463
2023,202301,898131,2023000013896,74,2023008981311,36,47,430736,1,2460,1747
2023,202301,898131,2023000013896,74,2023008981311,36,47,430736,1,2460,1747
2023,202301,898131,2023000013896,74,2023008981311,36,47,430736,1,2460,1747
2023,202301,898131,2023000013896,74,2023008981311,36,47,430736,1,2460,1747
2023,202301,898131,2023000013896,74,2023008981311,36,47,430736,1,2460,1747
2023,202301,898135,2023000013926,266,2023008981351,36,61,411136,1,4590,3260
2023,202301,898135,2023000013926,266,2023008981351,36,61,411136,1,4590,3260
2023,202301,898138,2023000013983,173,2023008981381,36,85,450236,1,2330,1655
2023,202301,898138,2023000013983,173,2023008981381,36,85,450236,1,2330,1655
2023,202301,898138,2023000013983,173,2023008981381,36,85,450236,1,2330,1655
2023,202301,898141,2023000014001,106,2023008981411,36,81,440336,1,2650,1882
2023,202301,898141,2023000014001,106,2023008981411,36,81,440336,1,2650,1882
2023,202301,898141,2023000014001,106,2023008981411,36,81,440336,1,2650,1882
2023,202301,898141,2023000014001,106,2023008981411,36,81,440336,1,2650,1882
2023,202301,898141,2023000014001,106,2023008981411,36,81,440336,1,2650,1882
2023,202301,898143,2023000014022,392,2023008981431,36,5,420436,1,1720,1222
2023,202301,898150,2023000014198,77,2023008981501,36,47,431236,1,580,412
2023,202301,898150,2023000014198,77,2023008981501,36,47,431236,1,580,412
2023,202301,898157,2023000014288,235,2023008981571,36,47,430536,1,240,170
2023,202301,898157,2023000014288,235,2023008981571,36,47,430536,1,240,170
2023,202301,898157,2023000014288,235,2023008981571,36,47,430536,1,240,170
